"INSEE_COM","STATUT","POPULATION","TX_LOG_SEC","TYPO_LOG_SEC","POP_CHOM","POP_ACT","POP_OCC","TX_CHOM"
"31485","Commune simple",110,10.9575518262586,"moyenne",7.92792792792793,63.4234234234234,55.4954954954955,12.5
"31486","Commune simple",1164,0.918228047960187,"faible",52.5492752903841,603.411437977575,550.862162687191,8.70869724752169
"31487","Commune simple",232,4.43320772898116,"moyenne",6.92661748692658,97.9621616008188,91.0355441138922,7.07070707070707
"31488","Commune simple",10733,0.80621985137898,"faible",580.106588641435,5220.35197247316,4640.24538383172,11.1124037555385
"31489","Commune simple",366,2.16769207093539,"moyenne",10.7074468085106,180.079787234043,169.372340425532,5.94594594594595
"31490","Commune simple",5692,0.520999083454756,"faible",321.553184224005,3072.20368789483,2750.65050367082,10.4665320691788
"31491","Commune simple",414,10.2986965579106,"moyenne",33.4710550515874,204.906849617039,171.435794565452,16.3347663165693
"31492","Commune simple",547,3.60495507338272,"moyenne",25.3614164419001,265.981694418276,240.620277976376,9.53502326442712
"31493","Commune simple",138,10.9810254339927,"moyenne",6.08823529411764,47.6911764705882,41.6029411764705,12.7659574468085
"31494","Commune simple",176,28.9028676878281,"forte",9.74291335273601,69.9999674818883,60.2570541291523,13.9184541125064
"31495","Commune simple",1257,1.1731074389538,"faible",46.1915559030492,679.114151681,632.922595777951,6.80173661360347
"31496","Commune simple",282,1.92307571621653,"moyenne",12.9655172413793,133.977011494253,121.011494252873,9.67741935483871
"31497","Commune simple",2135,0.683337212782237,"faible",69.1933260789401,1126.13145743685,1056.93813135791,6.14433826725957
"31498","Commune simple",35,41.3316582914573,"forte",0.972222222222222,12.6388888888889,11.6666666666667,7.69230769230769
"31499","Commune simple",9379,1.14437108139599,"faible",587.753929401017,4665.66088570197,4077.90695630095,12.5974421159112
"31500","Commune simple",545,64.5474137931034,"forte",21,248,227,8.46774193548387
"31501","Commune simple",388,2.87202988273983,"moyenne",11.1420227248082,208.241546012398,197.09952328759,5.35052823904068
"31502","Commune simple",357,8.31144191672939,"moyenne",18.8291177762328,142.504387700953,123.67526992472,13.213009143091
"31503","Commune simple",963,7.18553407171633,"moyenne",61.8834392501181,357.130153179808,295.24671392969,17.3279793652599
"31504","Commune simple",220,10.588923646784,"moyenne",9.95475113122172,105.52036199095,95.5656108597285,9.43396226415094
"31505","Commune simple",316,7.65149209860545,"moyenne",22.7125,147.1375,124.425,15.4362416107383
"31506","Commune simple",11520,0.855118368410005,"faible",491.633877683952,5208.62761263406,4716.99373495011,9.43883714188827
"31507","Commune simple",1574,1.48680111619873,"faible",97.8301538461539,873.691076923077,775.860923076923,11.1973392461197
